model,dataset,data_dir,dataset_key,method,compression_ratio,fraction,score_name,score,lower_is_better,metrics_path,config_path,predictions_path,status
mistral_7b_instruct_v03,longbench,musique,longbench:musique,chunkkv,0.4,1.0,score,28.34,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,chunkkv,0.5,0.01,score,50.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,chunkkv,0.5,1.0,score,27.95,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,chunkkv,0.6,1.0,score,27.83,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,chunkkv,0.7,1.0,score,28.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__chunkkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.3,1.0,score,28.11,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p3/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.4,1.0,score,28.41,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p4/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.5,0.01,score,50.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.5,1.0,score,27.99,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p5/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.6,1.0,score,27.37,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p6/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.60__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,musique,longbench:musique,snapkv,0.7,1.0,score,27.7,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_musique__snapkv__r0p7/longbench__musique__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.70__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.3,1.0,score,26.95,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.30__query_aware__qwindow64__topk4__66bb96c0e797/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.30__query_aware__qwindow64__topk4__66bb96c0e797/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p3/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.30__query_aware__qwindow64__topk4__66bb96c0e797/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.4,1.0,score,26.27,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.40__query_aware__qwindow64__topk4__ec45f9ceeba2/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.40__query_aware__qwindow64__topk4__ec45f9ceeba2/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p4/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.40__query_aware__qwindow64__topk4__ec45f9ceeba2/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.5,0.01,score,0.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__fraction0.010__query_aware__qwindow64__b17b8731e96b/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__fraction0.010__query_aware__qwindow64__b17b8731e96b/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__fraction0.010__query_aware__qwindow64__b17b8731e96b/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.5,1.0,score,25.65,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__query_aware__qwindow64__topk4__634edb9e8edc/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__query_aware__qwindow64__topk4__634edb9e8edc/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p5/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.50__query_aware__qwindow64__topk4__634edb9e8edc/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.6,1.0,score,25.36,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.60__query_aware__qwindow64__topk4__cb5dce87fbc1/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.60__query_aware__qwindow64__topk4__cb5dce87fbc1/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p6/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.60__query_aware__qwindow64__topk4__cb5dce87fbc1/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,blockwise,0.7,1.0,score,25.84,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.70__query_aware__qwindow64__topk4__930a00373749/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.70__query_aware__qwindow64__topk4__930a00373749/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__blockwise__r0p7/longbench__narrativeqa__--Tan--mo-1c1f585084__block_wise__0.70__query_aware__qwindow64__topk4__930a00373749/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.3,1.0,score,28.07,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.30__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.4,1.0,score,27.54,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.40__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.5,0.01,score,0.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.5,1.0,score,27.52,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.50__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.6,1.0,score,27.63,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p6/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p6/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p6/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.60__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,chunkkv,0.7,1.0,score,27.58,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p7/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p7/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__chunkkv__r0p7/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__chunkkv__0.70__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,snapkv,0.3,1.0,score,27.95,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p3/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.30__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,snapkv,0.4,1.0,score,27.42,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p4/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.40__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,snapkv,0.5,0.01,score,0.0,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__fraction0.010__query_aware/ATC26_predictions.csv,success
mistral_7b_instruct_v03,longbench,narrativeqa,longbench:narrativeqa,snapkv,0.5,1.0,score,27.23,False,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_metrics.json,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_config.yaml,evaluation/results/experiments/ATC26_longbench16_prefill_sweep_blockwise_snapkv_chunkkv/artifacts/raw/mistral_7b_instruct_v03__longbench_narrativeqa__snapkv__r0p5/longbench__narrativeqa__--Tan--model--Mistral-7B-Instruct-v0.3__snapkv__0.50__query_aware/ATC26_predictions.csv,success
